27;Acarbose;Acarbose Labesfal;Comprimido;50 mg;Autorizado;S;Labesfal Genéricos, S.A
28;Acarbose;Acarbose Mylan;Comprimido;100 mg;Autorizado;S;Mylan, Lda.
29;Acarbose;Acarbose Mylan;Comprimido;50 mg;Autorizado;S;Mylan, Lda.
30;Acarbose;Glucobay;Comprimido;100 mg;Autorizado;N;Centrofarma - Indústria e Comércio de Produtos Farmacêuticos Unipessoal, Lda.
31;Acarbose;Glucobay;Comprimido;50 mg;Autorizado;N;Centrofarma - Indústria e Comércio de Produtos Farmacêuticos Unipessoal, Lda.
32;Acarbose;Glucobay;Comprimido orodispersível;100 mg;Autorizado;N;Centrofarma - Indústria e Comércio de Produtos Farmacêuticos Unipessoal, Lda.
33;Acarbose;Glucobay;Comprimido orodispersível;50 mg;Autorizado;N;Centrofarma - Indústria e Comércio de Produtos Farmacêuticos Unipessoal, Lda.
34;Aceclofenac;Aceclofenac Alter 100 mg Comprimidos;Comprimido revestido por película;100 mg;Autorizado;S;Alter, S.A.
35;Aceclofenac;Aceclofenac Avidraran;Comprimido revestido por película;100 mg;Autorizado;S;Generis Farmacêutica, S.A.
36;Aceclofenac;Aceclofenac Ciclum 100 mg Comprimidos;Comprimido revestido por película;100 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.
37;Aceclofenac;Aceclofenac Generis 100 mg Comprimidos;Comprimido revestido por película;100 mg;Autorizado;S;Generis Farmacêutica, S.A.
38;Aceclofenac;Aceclofenac Germed;Comprimido revestido por película;100 mg;Autorizado;S;Germed Farmacêutica, Lda.
39;Aceclofenac;Aceclofenac Mylan;Comprimido revestido por película;100 mg;Autorizado;S;Mylan, Lda.
40;Aceclofenac;Aceclofenac Ratiopharm;Comprimido revestido por película;100 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.
41;Aceclofenac;Airtal;Comprimido revestido por película;100 mg;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.
42;Aceclofenac;Airtal;Pó para suspensão oral;100 mg;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.
43;Aceclofenac;Airtal Difucreme;Creme;15 mg/g;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.
44;Aceclofenac;Biofenac;Comprimido revestido por película;100 mg;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.
45;Aceclofenac;Biofenac;Creme;15 mg/g;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.
46;Aceclofenac;Biofenac;Pó para suspensão oral;100 mg;Autorizado;N;Almirall - Produtos Farmacêuticos, Lda.
47;Aceglumato de deanol + Heptaminol;Forticol;Solução oral;230 mg/10 ml + 180 mg/10 ml;Autorizado;N;Laboratório Medinfar - Produtos Farmacêuticos, S.A.
48;Acemetacina;Rantudil;Cápsula;60 mg;Autorizado;N;Bialfar - Produtos Farmacêuticos, S.A.
49;Acemetacina;Rantudil 90 Retard;Cápsula de libertação prolongada;90 mg;Autorizado;N;Bialfar - Produtos Farmacêuticos, S.A.
50;Acenocumarol;Sintrom;Comprimido;4 mg;Autorizado;N;Merus Labs Luxco, SARL
51;Aceponato de metilprednisolona;Advantan;Creme;1 mg/g;Autorizado;N;Bayer Portugal, S.A.
52;Aceponato de metilprednisolona;Advantan;Emulsão cutânea;1 mg/g;Autorizado;N;Bayer Portugal, S.A.
53;Aceponato de metilprednisolona;Advantan;Pomada;1 mg/g;Autorizado;N;Bayer Portugal, S.A.
54;Aceponato de metilprednisolona;Advantan;Solução cutânea;1 mg/ml;Autorizado;N;Bayer Portugal, S.A.
55;Acetato de cálcio;Phosphosorb;Comprimido revestido por película;660 mg;Autorizado;N;Fresenius Medical Care Nephrologica Deutschland GmbH
56;Acetato de cálcio + Carbonato de magnésio;Osvaren;Comprimido revestido por película;435 mg + 235 mg;Autorizado;N;Fresenius Medical Care Nephrologica Deutschland GmbH
57;Acetato de eslicarbazepina;Zebinix;Comprimido;200 mg;Autorizado;N;Bial - Portela & Cª, S.A.
58;Acetato de eslicarbazepina;Zebinix;Comprimido;400 mg;Autorizado;N;Bial - Portela & Cª, S.A.
59;Acetato de eslicarbazepina;Zebinix;Comprimido;600 mg;Autorizado;N;Bial - Portela & Cª, S.A.
60;Acetato de eslicarbazepina;Zebinix;Comprimido;800 mg;Autorizado;N;Bial - Portela & Cª, S.A.
61;Acetato de glatirâmero;Copaxone;Solução injetável;20 mg/1 ml;Autorizado;N;Teva Pharmaceuticals, Ltd.
62;Acetato de glatirâmero;Copaxone;Solução injetável em seringa pré-cheia;40 mg/ml;Autorizado;N;Teva Pharmaceuticals, Ltd.
63;Acetato de zinco;Wilzin;Cápsula;25 mg;Autorizado;N;   Orphan Europe, S.A.R.L.
64;Acetato de zinco;Wilzin;Cápsula;50 mg;Autorizado;N;   Orphan Europe, S.A.R.L.
65;Acetazolamida;Carbinib;Comprimido;250 mg;Autorizado;N;Laboratório Edol - Produtos Farmacêuticos, S.A.
66;Acetazolamida;Carbinib R;Cápsula de libertação prolongada;500 mg;Autorizado;N;Laboratório Edol - Produtos Farmacêuticos, S.A.
67;Acetilcisteína;Acetilcisteína Bluval 600 mg Comprimidos efervescentes;Comprimido efervescente;600 mg;Autorizado;S;Sandoz Farmacêutica, Lda.
68;Acetilcisteína;Acetilcisteína Boehringer;Comprimido efervescente;600 mg;Autorizado;S;Unilfarma - União Internacional Laboratórios Farmacêuticos, Lda.
69;Acetilcisteína;Acetilcisteína Generis;Comprimido efervescente;600 mg;Autorizado;S;Generis Farmacêutica, S.A.
70;Acetilcisteína;Acetilcisteína Mepha;Pó para solução oral;200 mg;Autorizado;N;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.
71;Acetilcisteína;Acetilcisteína Mepha;Pó para solução oral;600 mg;Autorizado;N;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.
72;Acetilcisteína;Acetilcisteína PLS;Comprimido efervescente;600 mg;Autorizado;S;PLS Pharma - Produtos Farmacêuticos, Lda
73;Acetilcisteína;Acetilcisteína Pharmakern;Comprimido efervescente;600 mg;Autorizado;S;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.
74;Acetilcisteína;Acetilcisteína Sandoz;Comprimido efervescente;600 mg;Autorizado;S;Sandoz Farmacêutica, Lda.
75;Acetilcisteína;Acetilcisteína Sandoz;Pó para solução oral;100 mg;Autorizado;S;Sandoz Farmacêutica, Lda.
76;Acetilcisteína;Acetilcisteína Sandoz;Pó para solução oral;200 mg;Autorizado;S;Sandoz Farmacêutica, Lda.
77;Acetilcisteína;Acetilcisteína Sandoz;Pó para solução oral;600 mg;Autorizado;N;Sandoz Farmacêutica, Lda.
78;Acetilcisteína;Acetilcisteína Sandoz;Solução oral;20 mg/ml;Autorizado;S;Sandoz Farmacêutica, Lda.
79;Acetilcisteína;Acetilcisteína Teclave;Comprimido efervescente;100 mg;Autorizado;N;Sandoz Farmacêutica, Lda.
80;Acetilcisteína;Acetilcisteína Teclave;Comprimido efervescente;200 mg;Autorizado;N;Sandoz Farmacêutica, Lda.
81;Acetilcisteína;Acetilcisteína Teclave;Comprimido efervescente;600 mg;Autorizado;S;Sandoz Farmacêutica, Lda.
82;Acetilcisteína;Acetilcisteína ToLife;Comprimido efervescente;200 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.
83;Acetilcisteína;Acetilcisteína ToLife;Comprimido efervescente;600 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.
84;Acetilcisteína;Acetilcisteína Tussilene;Comprimido efervescente;600 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.
85;Acetilcisteína;Fluimucil;Comprimido efervescente;600 mg;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.
86;Acetilcisteína;Fluimucil;Concentrado para solução para perfusão;200 mg/ml;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.
87;Acetilcisteína;Fluimucil;Granulado para solução oral;100 mg;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.
88;Acetilcisteína;Fluimucil;Granulado para solução oral;200 mg;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.
89;Acetilcisteína;Fluimucil;Solução injetável;300 mg/3 ml;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.
90;Acetilcisteína;Fluimucil 2%;Solução oral;20 mg/ml;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.
91;Acetilcisteína;Fluimucil 200 mg Comprimidos Dispersíveis;Comprimido dispersível;200 mg;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.
92;Acetilcisteína;Fluimucil 4%;Solução oral;40 mg/ml;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.
93;Acetilcisteína;Pulmosal;Comprimido efervescente;200 mg;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.
94;Acetilcisteína;Rinofluimucil;Gotas nasais, solução;10 mg/ml;Autorizado;N;Zambon - Produtos Farmacêuticos, Lda.
95;Acetilcisteína;Tirocular;Colírio, solução;40 mg/ml;Autorizado;N;Angelini Farmacêutica, Lda.
96;Acetilsalicilato de lisina;Acetilsalicilato de Lisina Labesfal 1800mg Pó e Solvente para Solução Injectável;Pó e solvente para solução injetável;1800 mg/5 ml;Autorizado;S;Labesfal - Laboratórios Almiro, S.A.
97;Acetilsalicilato de lisina;Acetilsalicilato de Lisina Labesfal 900 mg Pó e Solvente para Solução Injectável;Pó e solvente para solução injetável;900 mg/5 ml;Autorizado;S;Labesfal - Laboratórios Almiro, S.A.
98;Acetilsalicilato de lisina;Aspegic 100;Pó para solução oral;180 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.
99;Acetilsalicilato de lisina;Aspegic 1000;Pó para solução oral;1800 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.
100;Acetilsalicilato de lisina;Aspegic 500;Pó para solução oral;900 mg;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.
101;Acetilsalicilato de lisina;Lisaspin 1000;Pó para solução oral;1800 mg;Autorizado;N;Aristo Pharma Iberia, SL
102;Acetilsalicilato de lisina;Lisaspin 500;Pó para solução oral;900 mg;Autorizado;N;Aristo Pharma Iberia, SL
103;Acetonido de fluocinolona;Iluvien;Implante intravítreo em aplicador;190 µg;Autorizado;N;Alimera Sciences Limited
104;Acetonido de fluocinolona;Synalar;Creme;0.25 mg/g;Autorizado;N;Lusomedicamenta - Sociedade Técnica Farmacêutica, S.A.
105;Acetonido de fluocinolona + Lidocaína + Subgalhato de bismuto;Synalar Rectal;Pomada retal;Associação;Autorizado;N;Lusomedicamenta - Sociedade Técnica Farmacêutica, S.A.
106;Acetonido de fluocinolona + Neomicina;Synalar N;Creme;3.5 mg + 0.25 mg;Autorizado;N;Lusomedicamenta - Sociedade Técnica Farmacêutica, S.A.
107;Acetonido de fluocinolona + Neomicina + Polimixina B;Oto-Synalar N;Gotas auriculares, solução;Associação;Autorizado;N;Lusomedicamenta - Sociedade Técnica Farmacêutica, S.A.
108;Aciclovir;Aciclosina;Creme;50 mg/g;Autorizado;N;Laboratórios Atral, S.A.
109;Aciclovir;Aciclovax;Pó para solução para perfusão;250 mg;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.
110;Aciclovir;Aciclovir Axone;Creme;50 mg/g;Autorizado;S;Axone, Lda.
111;Aciclovir;Aciclovir Bluepharma;Creme;50 mg/g;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.
112;Aciclovir;Aciclovir Ciclum;Comprimido;200 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.
113;Aciclovir;Aciclovir Ciclum;Comprimido;400 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.
114;Aciclovir;Aciclovir Ciclum;Comprimido;800 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.
115;Aciclovir;Aciclovir Cinfa 800 mg Comprimidos Dispersíveis;Comprimido dispersível;800 mg;Autorizado;S;Cinfa Portugal,Lda.
116;Aciclovir;Aciclovir Combino;Pó para solução para perfusão;250 mg;Autorizado;S;Accord Healthcare Limited
117;Aciclovir;Aciclovir Combino;Solução para perfusão;250 mg/10 ml;Autorizado;S;Accord Healthcare Limited
118;Aciclovir;Aciclovir Generis;Creme;50 mg/g;Autorizado;S;Generis Farmacêutica, S.A.
119;Aciclovir;Aciclovir Generis;Pó para solução para perfusão;250 mg;Autorizado;S;Generis Farmacêutica, S.A.
120;Aciclovir;Aciclovir Generis 200 mg Comprimidos;Comprimido;200 mg;Autorizado;S;Generis Farmacêutica, S.A.
121;Aciclovir;Aciclovir Generis 800 mg Comprimidos;Comprimido;800 mg;Autorizado;S;Generis Farmacêutica, S.A.
122;Aciclovir;Aciclovir Germed;Creme;50 mg/g;Autorizado;S;Germed Farmacêutica, Lda.
123;Aciclovir;Aciclovir Hikma;Pó para solução para perfusão;250 mg;Autorizado;S;Hikma Farmacêutica (Portugal), S.A.
124;Aciclovir;Aciclovir Hikma;Pó para solução para perfusão;500 mg;Autorizado;S;Hikma Farmacêutica (Portugal), S.A.
125;Aciclovir;Aciclovir ITF 200 mg Comprimidos;Comprimido;200 mg;Autorizado;S;ITF Farma - Produtos Farmacêuticos, Lda.
126;Aciclovir;Aciclovir ITF 800 mg Comprimidos;Comprimido;800 mg;Autorizado;S;ITF Farma - Produtos Farmacêuticos, Lda.
127;Aciclovir;Aciclovir Labesfal;Creme;50 mg/g;Autorizado;N;Labesfal Genéricos, S.A
128;Aciclovir;Aciclovir Labesfal 200 mg Comprimidos;Comprimido;200 mg;Autorizado;S;Labesfal Genéricos, S.A
129;Aciclovir;Aciclovir Labesfal 800 mg Comprimidos;Comprimido;800 mg;Autorizado;S;Labesfal Genéricos, S.A
130;Aciclovir;Aciclovir Sidefarma;Pó para solução para perfusão;250 mg;Autorizado;S;Sidefarma - Sociedade Industrial de Expansão Farmacêutica, S.A.
131;Aciclovir;Aciclovir Tedec;Solução para perfusão;250 mg/10 ml;Autorizado;N;Decomed Farmacêutica, S.A.
132;Aciclovir;Aciclovir Vida;Comprimido;200 mg;Autorizado;S;Vida - Produtos Farmacêuticos, S.A.
133;Aciclovir;Aciclovir Vida;Comprimido;800 mg;Autorizado;S;Vida - Produtos Farmacêuticos, S.A.
134;Aciclovir;Aciclovir Volg;Creme;50 mg/g;Autorizado;S;Germed Farmacêutica, Lda.
135;Aciclovir;Aciclovir Zentiva;Comprimido;200 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.
136;Aciclovir;Aciclovir Zentiva;Comprimido dispersível;800 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.
137;Aciclovir;Aciclovir ratiopharm;Creme;50 mg/g;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.
138;Aciclovir;Briclofar;Creme;50 mg/g;Autorizado;N;Caldeira & Metelo, Lda.
139;Aciclovir;Cicloviral;Comprimido;200 mg;Autorizado;N;Laboratório Medinfar - Produtos Farmacêuticos, S.A.
140;Aciclovir;Cicloviral;Comprimido;400 mg;Autorizado;N;Laboratório Medinfar - Produtos Farmacêuticos, S.A.
141;Aciclovir;Cicloviral;Comprimido;800 mg;Autorizado;N;Laboratório Medinfar - Produtos Farmacêuticos, S.A.
142;Aciclovir;Cicloviral;Creme;50 mg/g;Autorizado;N;Medinfar Consumer Health - Produtos Farmacêuticos, Lda.
143;Aciclovir;Cicloviral IV;Pó para solução para perfusão;250 mg;Autorizado;N;Laboratório Medinfar - Produtos Farmacêuticos, S.A.
144;Aciclovir;Divicil;Comprimido;200 mg;Autorizado;N;Laboratório B. A. Farma, Lda.
145;Aciclovir;Divicil;Comprimido;800 mg;Autorizado;N;Laboratório B. A. Farma, Lda.
146;Aciclovir;Divicil;Suspensão oral;80 mg/ml;Autorizado;N;Laboratório B. A. Farma, Lda.
147;Aciclovir;Faulviral;Concentrado para solução para perfusão;25 mg/ml;Autorizado;N;   Hospira Portugal, Lda
148;Aciclovir;Hermix-Sofex;Comprimido;200 mg;Autorizado;N;Sofex Farmacêutica, Lda.
149;Aciclovir;Hermix-Sofex;Creme;50 mg/g;Autorizado;N;Sofex Farmacêutica, Lda.
150;Aciclovir;Lipovir;Gel;50 mg/g;Autorizado;N;Laboratorios Ojer Pharma, S.L.
151;Aciclovir;Viranti;Lápis cutâneo;50 mg/g;Autorizado;N;Alvogen IPCo, S.ár.l.
152;Aciclovir;Zov 800;Comprimido;800 mg;Autorizado;N;Laboratórios Wellcome de Portugal, Lda.
153;Aciclovir;Zovirax;Comprimido;200 mg;Autorizado;N;Laboratórios Wellcome de Portugal, Lda.
154;Aciclovir;Zovirax;Creme;50 mg/g;Autorizado;N;GlaxoSmithKline Consumer Healthcare Produtos para a Saúde e Higiene Lda.
155;Aciclovir;Zovirax;Pomada oftálmica;30 mg/g;Autorizado;N;Laboratórios Wellcome de Portugal, Lda.
156;Aciclovir;Zovirax;Suspensão oral;80 mg/ml;Autorizado;N;Laboratórios Wellcome de Portugal, Lda.
157;Aciclovir + Hidrocortisona;Zoviduo;Creme;50 mg/g + 10 mg/g;Autorizado;N;GlaxoSmithKline Consumer Healthcare Produtos para a Saúde e Higiene Lda.
158;Acitretina;Neotigason;Cápsula;10 mg;Autorizado;N;Aurovitas Unipessoal, Lda.
159;Acitretina;Neotigason;Cápsula;25 mg;Autorizado;N;Aurovitas Unipessoal, Lda.
160;Adalimumab;Humira;Solução injetável;40 mg/0.8 ml;Autorizado;N;AbbVie Ltd
161;Adapaleno;Differin;Creme;1 mg/g;Autorizado;N;Laboratorios Galderma S.A. - Sucursal em Portugal
162;Adapaleno;Differin;Gel;1 mg/g;Autorizado;N;Laboratorios Galderma S.A. - Sucursal em Portugal
163;Adapaleno + Peróxido de benzoílo;Epiduo;Gel;1 mg/g + 25 mg/g;Autorizado;N;Laboratorios Galderma S.A. - Sucursal em Portugal
164;Adefovir;Hepsera;Comprimido;10 mg;Autorizado;N;Gilead Sciences International Ltd.
165;Adenosina;Adenocor;Solução injetável;6 mg/2 ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.
166;Adenosina;Adenoscan;Solução para perfusão;3 mg/ml;Autorizado;N;Sanofi - Produtos Farmacêuticos, Lda.
167;Adenosina;Adenosina Claris;Solução injetável;6 mg/2 ml;Autorizado;S;Claris Lifesciences (UK), Ltd.
168;Adrenalina;Adrenalina Braun;Solução injetável;1 mg/1 ml;Autorizado;N;B. Braun Medical, Lda.
169;Adrenalina;Adrenalina Labesfal;Solução injetável;0.1 mg/1 ml;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.
170;Adrenalina;Adrenalina Labesfal;Solução injetável;0.25 mg/1 ml;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.
171;Adrenalina;Adrenalina Labesfal;Solução injetável;1 mg/1 ml;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.
172;Adrenalina;Adrenalina Labesfal;Solução injetável;2 mg/1 ml;Autorizado;N;Labesfal - Laboratórios Almiro, S.A.
173;Adrenalina;Anapen 0,15 mg/0,3 ml;Solução injetável;0.15 mg/0.3 ml;Autorizado;N;Lincoln Medical Ltd.
174;Adrenalina;Anapen 0,3 mg/0,3 ml;Solução injetável;0.3 mg/0.3 ml;Autorizado;N;Lincoln Medical Ltd.
175;Adrenalina;Epipen;Solução injetável em seringa pré-cheia;0.15 mg/0.3 ml;Autorizado;N;Meda Pharma - Produtos Farmacêuticos, S.A.
176;Adrenalina;Epipen;Solução injetável em seringa pré-cheia;0.3 mg/0.3 ml;Autorizado;N;Meda Pharma - Produtos Farmacêuticos, S.A.
177;Afamelanotido;Scenesse;Implante;16 mg;Autorizado;N;Clinuvel UK Ltd.
178;Afatinib;Giotrif;Comprimido revestido por película;20 mg;Autorizado;N;Boehringer Ingelheim International GmbH
179;Afatinib;Giotrif;Comprimido revestido por película;30 mg;Autorizado;N;Boehringer Ingelheim International GmbH
180;Afatinib;Giotrif;Comprimido revestido por película;40 mg;Autorizado;N;Boehringer Ingelheim International GmbH
181;Afatinib;Giotrif;Comprimido revestido por película;50 mg;Autorizado;N;Boehringer Ingelheim International GmbH
182;Aflibercept;Eylea;Solução injetável;40 mg/ml;Autorizado;N;Bayer Pharma A.G.
183;Aflibercept;Eylea;Solução injetável;40 mg/ml;Autorizado;N;Bayer Pharma A.G.
184;Aflibercept;Zaltrap;Concentrado para solução para perfusão;25 mg/ml;Autorizado;N;Sanofi-Aventis Groupe, S.A.
185;Agalsidase alfa;Replagal;Concentrado para solução para perfusão;1 mg/ml;Autorizado;N;Shire Human Genetic Therapies AB
186;Agalsidase beta;Fabrazyme;Pó para solução para perfusão;35 mg;Autorizado;N;Genzyme Europe, B.V.
187;Agalsidase beta;Fabrazyme;Pó para solução para perfusão;5 mg;Autorizado;N;Genzyme Europe, B.V.
188;Agomelatina;Thymanax;Comprimido revestido por película;25 mg;Autorizado;N;Servier (Ireland) Industrie, Ltd.
189;Agomelatina;Valdoxan;Comprimido revestido por película;25 mg;Autorizado;N;   Les Laboratoires Servier
190;Alanina-Glutamina;Dipeptiven;Concentrado para solução para perfusão;200 mg/ml;Autorizado;N;   Fresenius Kabi Pharma Portugal, Lda
191;Albendazol;Zentel;Comprimido;400 mg;Autorizado;N;Omega Pharma Portuguesa, Lda.
192;Albendazol;Zentel;Suspensão oral;20 mg/ml;Autorizado;N;Omega Pharma Portuguesa, Lda.
193;Albiglutido;Eperzan;Pó e solvente para solução injetável;30 mg;Autorizado;N;GlaxoSmithKline Trading Services, Ltd.
194;Albiglutido;Eperzan;Pó e solvente para solução injetável;50 mg;Autorizado;N;GlaxoSmithKline Trading Services, Ltd.
195;Albumina humana;Albiomin 20%;Solução para perfusão;200 g/l;Autorizado;N;Biotest Pharma GmbH
196;Albumina humana;Albumina 25% p/v Solução de Albumina Humana;Solução para perfusão;250 g/l;Autorizado;N;Baxalta Innovations GmbH
197;Albumina humana;Albumina Humana 20% Behring;Solução para perfusão;200 g/l;Autorizado;N;CSL Behring GmbH
198;Albumina humana;Albumina Humana AMPDR;Solução para perfusão;200 g/l;Autorizado;N;Dynamicspharma - Comercialização de Produtos Farmacêuticos, S.A.
199;Albumina humana;Albumina Humana Baxalta;Solução para perfusão;200 g/l;Autorizado;N;Baxalta Innovations GmbH
200;Albumina humana;Albumina Humana Baxalta;Solução para perfusão;250 g/l;Autorizado;N;Baxalta Innovations GmbH
201;Albumina humana;Albumina Humana Baxalta;Solução para perfusão;50 g/l;Autorizado;N;Baxalta Innovations GmbH
202;Albumina humana;Albumina Humana Grifols 20%;Solução injetável;200 g/l;Autorizado;N;Instituto Grifols, S.A.
203;Albumina humana;Albumina Humana Grifols a 5%;Solução para perfusão;50 g/l;Autorizado;N;Instituto Grifols, S.A.
204;Albumina humana;Albumina Humana Kedrion;Solução para perfusão;200 g/l;Autorizado;N;Kedrion S.p.A.
205;Albumina humana;Albumina Humana Kedrion;Solução para perfusão;250 g/l;Autorizado;N;Kedrion S.p.A.
206;Albumina humana;Albumine-LFB 200 mg/ml;Solução para perfusão;200 g/l;Autorizado;N;LFB Biomedicaments
207;Albumina humana;Albunorm 20%;Solução para perfusão;200 g/l;Autorizado;N;Octapharma - Produtos Farmacêuticos Lda.
208;Albumina humana;Albunorm 5%;Solução para perfusão;50 g/l;Autorizado;N;   Octapharma Produtos Farmacêuticos, Lda.
209;Albumina humana;Alburex 20;Solução para perfusão;200 g/l;Autorizado;N;CSL Behring GmbH
210;Albumina humana;Alburex 5;Solução para perfusão;50 g/l;Autorizado;N;CSL Behring GmbH
211;Albumina humana;Flexbumin;Solução para perfusão;200 g/l;Autorizado;N;Baxalta Innovations GmbH
212;Alcatrão mineral;Polytar;Champô;10 mg/g;Autorizado;N;Laboratórios Farmacêuticos Stiefel (Portugal), Lda.
213;Alcatrão mineral;Tarmed;Champô;40 mg/g;Autorizado;N;Laboratórios Farmacêuticos Stiefel (Portugal), Lda.
214;Aldesleucina;Proleukin;Pó para solução injetável ou para perfusão;18 M.U.I.;Autorizado;N;Novartis Farma - Produtos Farmacêuticos, S.A.
215;Alemtuzumab;Lemtrada;Concentrado para solução para perfusão;10 mg/ml;Autorizado;N;Genzyme Therapeutics Ltd
216;Alergenos;Truetest;   Emplastro para teste cutâneo;Associação;Autorizado;N;SmartPractice Denmark ApS
217;Alergenos;Truetest 24;Emplastro para prova de provocação;Associação;Autorizado;N;SmartPractice Denmark ApS
218;Alergenos de polen;Keolium;Comprimido sublingual;(100 IR) + (300 IR);Autorizado;N;Stallergenes, S.A.
